Country	Record	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	
Congo	PBA_GgCO2	1.659000e+03	1.890000e+03	1.817000e+03	7.952000e+03	1.140100e+04	7.078000e+03	6.860000e+03	2.252000e+03	1.433000e+03	1.306000e+03	1.692000e+03	1.896000e+03	2.197000e+03	2.244000e+03	2.215000e+03	2.257000e+03	2.189000e+03	2.222000e+03	2.199000e+03	2.216000e+03	2.156000e+03	2.166000e+03	2.138000e+03	2.122000e+03	2.025000e+03	2.395000e+03	2.958000e+03	3.028000e+03	3.600000e+03	3.673000e+03	4.022000e+03	3.921000e+03	2.563000e+03	3.203000e+03	3.267000e+03	3.896000e+03	4.345000e+03	3.844000e+03	4.029000e+03	4.478000e+03	4.851000e+03	4.481000e+03	4.121000e+03	4.834000e+03	4.620000e+03	4.734000e+03	
Congo	CBA_GgCO2	3.112540e+02	3.302587e+02	3.661316e+02	1.201389e+03	1.619769e+03	1.421952e+03	1.521881e+03	6.380978e+02	6.274509e+02	6.144049e+02	8.053859e+02	9.270511e+02	1.119430e+03	1.058115e+03	1.004368e+03	1.066775e+03	1.018971e+03	1.082156e+03	1.053102e+03	1.057279e+03	1.090930e+03	1.173980e+03	1.257030e+03	1.135220e+03	1.136394e+03	9.369925e+02	9.053400e+02	7.718105e+02	7.806066e+02	6.847067e+02	9.378369e+02	8.185846e+02	7.823924e+02	9.718670e+02	1.083547e+03	1.158286e+03	1.353317e+03	1.552289e+03	1.912065e+03	2.022565e+03	2.100979e+03	2.143731e+03	2.071922e+03	2.334574e+03	2.360604e+03	2.391515e+03	
Congo	PBA_MtCO2perCap	1.242613e+00	1.373358e+00	1.280204e+00	5.431501e+00	7.550931e+00	4.547657e+00	4.278286e+00	1.363911e+00	8.430498e-01	7.463458e-01	9.391193e-01	1.021887e+00	1.149780e+00	1.140478e+00	1.093654e+00	1.083196e+00	1.021690e+00	1.009034e+00	9.719354e-01	9.535735e-01	9.034275e-01	8.840365e-01	8.501308e-01	8.220645e-01	7.641613e-01	8.801015e-01	1.057977e+00	1.053717e+00	1.219095e+00	1.211424e+00	1.293552e+00	1.231515e+00	7.869526e-01	9.614103e-01	9.573368e-01	1.112162e+00	1.205406e+00	1.034539e+00	1.051198e+00	1.133445e+00	1.193042e+00	1.072668e+00	9.614604e-01	1.100053e+00	1.025536e+00	1.024602e+00	
Congo	CBA_MtCO2perCap	2.331333e-01	2.399806e-01	2.579654e-01	8.205917e-01	1.072780e+00	9.136126e-01	9.491317e-01	3.864603e-01	3.691363e-01	3.511168e-01	4.470174e-01	4.996527e-01	5.858435e-01	5.377707e-01	4.959060e-01	5.119747e-01	4.755928e-01	4.914187e-01	4.654604e-01	4.549610e-01	4.571319e-01	4.791510e-01	4.998315e-01	4.397853e-01	4.288336e-01	3.443209e-01	3.238095e-01	2.685831e-01	2.643426e-01	2.258290e-01	3.016262e-01	2.571026e-01	2.402285e-01	2.917149e-01	3.175144e-01	3.306472e-01	3.754422e-01	4.177689e-01	4.988728e-01	5.119399e-01	5.167090e-01	5.131691e-01	4.833950e-01	5.312691e-01	5.240009e-01	5.176070e-01	
Congo	Population	1335090	1376189	1419305	1464052	1509880	1556406	1603446	1651134	1699781	1749859	1801688	1855391	1910800	1967596	2025320	2083648	2142529	2202106	2262496	2323890	2386467	2450125	2514907	2581306	2649964	2721277	2795903	2873638	2953011	3031969	3109269	3183883	3256867	3331564	3412592	3503086	3604595	3715665	3832771	3950786	4066078	4177435	4286188	4394334	4504962	4620330	
Congo	PBA_GgCO2PerBnUSDGDP	6.033590e+03	5.867233e+03	4.424485e+03	1.467231e+04	1.947675e+04	9.226926e+03	9.091516e+03	2.942929e+03	1.630685e+03	1.089468e+03	9.919118e+02	9.510852e+02	1.016828e+03	1.069960e+03	1.009764e+03	1.044485e+03	1.183711e+03	9.670314e+02	9.938820e+02	9.273546e+02	7.703450e+02	7.949051e+02	7.288911e+02	1.105801e+03	1.144478e+03	1.131850e+03	1.164247e+03	1.303645e+03	1.846645e+03	1.560383e+03	1.249103e+03	1.403234e+03	8.486773e+02	9.162243e+02	7.027879e+02	6.400523e+02	5.620040e+02	4.579086e+02	3.397416e+02	4.667726e+02	4.039847e+02	3.106282e+02	3.012883e+02	3.431812e+02	3.258699e+02	5.534800e+02	
Congo	CBA_GgCO2PerBnUSDGDP	1.131994e+03	1.025240e+03	8.915486e+02	2.216694e+03	2.767111e+03	1.853666e+03	2.016940e+03	8.338705e+02	7.140089e+02	5.125381e+02	4.721464e+02	4.650340e+02	5.181009e+02	5.045194e+02	4.578669e+02	4.936780e+02	5.510133e+02	4.709627e+02	4.759706e+02	4.424516e+02	3.897925e+02	4.308415e+02	4.285490e+02	5.915780e+02	6.422605e+02	4.428123e+02	3.563352e+02	3.322875e+02	4.004176e+02	2.908806e+02	2.912618e+02	2.929522e+02	2.590709e+02	2.780044e+02	2.330896e+02	1.902883e+02	1.750448e+02	1.849133e+02	1.612331e+02	2.108258e+02	1.749667e+02	1.486059e+02	1.514792e+02	1.657389e+02	1.665043e+02	2.796062e+02	
Congo	GDP_MilUSD	2.749607e-01	3.221280e-01	4.106693e-01	5.419734e-01	5.853646e-01	7.671027e-01	7.545496e-01	7.652240e-01	8.787718e-01	1.198750e+00	1.705797e+00	1.993512e+00	2.160641e+00	2.097274e+00	2.193581e+00	2.160873e+00	1.849268e+00	2.297754e+00	2.212536e+00	2.389593e+00	2.798746e+00	2.724854e+00	2.933223e+00	1.918970e+00	1.769365e+00	2.116004e+00	2.540698e+00	2.322719e+00	1.949481e+00	2.353909e+00	3.219911e+00	2.794260e+00	3.019994e+00	3.495869e+00	4.648629e+00	6.087003e+00	7.731261e+00	8.394688e+00	1.185901e+01	9.593537e+00	1.200788e+01	1.442561e+01	1.367793e+01	1.408585e+01	1.417744e+01	8.553155e+00	
Costa Rica	PBA_GgCO2	1.425000e+03	1.424000e+03	1.598000e+03	1.819000e+03	1.785000e+03	1.957000e+03	2.018000e+03	2.541000e+03	2.744000e+03	2.748000e+03	2.467000e+03	2.281000e+03	1.936000e+03	1.970000e+03	2.055000e+03	2.166000e+03	2.259000e+03	2.386000e+03	2.520000e+03	2.850000e+03	2.889000e+03	3.136000e+03	4.224000e+03	4.247000e+03	4.939000e+03	4.947000e+03	4.633000e+03	4.606000e+03	5.120000e+03	5.102000e+03	5.067000e+03	5.478000e+03	5.551000e+03	6.014000e+03	6.230000e+03	6.592000e+03	6.825000e+03	7.624000e+03	7.553000e+03	7.278000e+03	7.212000e+03	7.439000e+03	7.561000e+03	7.875000e+03	8.099000e+03	8.285000e+03	
Costa Rica	CBA_GgCO2	1.756615e+03	1.712428e+03	1.949357e+03	2.459259e+03	2.814503e+03	3.015458e+03	3.470794e+03	4.365208e+03	4.918315e+03	5.166770e+03	4.990774e+03	3.798796e+03	3.252481e+03	3.480110e+03	3.687636e+03	3.894609e+03	4.011708e+03	4.495333e+03	4.632409e+03	5.297008e+03	5.669792e+03	6.324161e+03	6.978531e+03	7.523082e+03	8.116528e+03	8.300671e+03	8.043179e+03	7.513235e+03	7.947364e+03	7.752836e+03	7.865348e+03	8.353720e+03	8.578369e+03	8.835495e+03	8.931722e+03	9.334516e+03	9.835079e+03	1.059171e+04	1.109462e+04	1.029598e+04	1.102966e+04	1.176730e+04	1.205200e+04	1.252686e+04	1.279299e+04	1.278470e+04	
Costa Rica	PBA_MtCO2perCap	7.707398e-01	7.501188e-01	8.207296e-01	9.114395e-01	8.726131e-01	9.330555e-01	9.379538e-01	1.150958e+00	1.210863e+00	1.181068e+00	1.032516e+00	9.294548e-01	7.678996e-01	7.606377e-01	7.726226e-01	7.933395e-01	8.065017e-01	8.307180e-01	8.558155e-01	9.440359e-01	9.331413e-01	9.875131e-01	1.296715e+00	1.271174e+00	1.441752e+00	1.409030e+00	1.288113e+00	1.250704e+00	1.359039e+00	1.325634e+00	1.290807e+00	1.370596e+00	1.366162e+00	1.457597e+00	1.487925e+00	1.551846e+00	1.583971e+00	1.744836e+00	1.705156e+00	1.621563e+00	1.586703e+00	1.617003e+00	1.624572e+00	1.673242e+00	1.702327e+00	1.723223e+00	
Costa Rica	CBA_MtCO2perCap	9.501006e-01	9.020538e-01	1.001186e+00	1.232252e+00	1.375895e+00	1.437706e+00	1.613203e+00	1.977241e+00	2.170337e+00	2.220636e+00	2.088794e+00	1.547922e+00	1.290072e+00	1.343707e+00	1.386448e+00	1.426476e+00	1.432248e+00	1.565111e+00	1.573209e+00	1.754585e+00	1.831332e+00	1.991452e+00	2.142321e+00	2.251742e+00	2.369311e+00	2.364241e+00	2.236246e+00	2.040129e+00	2.109526e+00	2.014391e+00	2.003681e+00	2.090102e+00	2.111231e+00	2.141435e+00	2.133183e+00	2.197472e+00	2.282562e+00	2.424028e+00	2.504708e+00	2.293980e+00	2.426623e+00	2.557838e+00	2.589518e+00	2.661645e+00	2.688955e+00	2.659130e+00	
Costa Rica	Population	1848873	1898366	1947048	1995744	2045580	2097410	2151492	2207727	2266153	2326708	2389309	2454127	2521163	2589932	2659772	2730231	2800986	2872214	2944560	3018953	3095994	3175654	3257463	3341005	3425692	3510925	3596733	3682725	3767369	3848725	3925450	3996800	4063208	4125970	4187039	4247843	4308790	4369465	4429506	4488261	4545273	4600487	4654148	4706433	4757606	4807850	
Costa Rica	PBA_GgCO2PerBnUSDGDP	1.446950e+03	1.322004e+03	1.290529e+03	1.189732e+03	1.071078e+03	9.980297e+02	8.364575e+02	8.270335e+02	7.788355e+02	6.809533e+02	5.106131e+02	8.693475e+02	7.427239e+02	4.954163e+02	4.473315e+02	4.515672e+02	4.123846e+02	4.084824e+02	4.155838e+02	4.150645e+02	3.902231e+02	4.374390e+02	4.952751e+02	4.453043e+02	4.734190e+02	4.296705e+02	3.987679e+02	3.669514e+02	3.759894e+02	3.594065e+02	3.389408e+02	3.442390e+02	3.363265e+02	3.497352e+02	3.362158e+02	3.303904e+02	3.019854e+02	2.850746e+02	2.467258e+02	2.381361e+02	1.935139e+02	1.760181e+02	1.626962e+02	1.586431e+02	1.614388e+02	1.530381e+02	
Costa Rica	CBA_GgCO2PerBnUSDGDP	1.783673e+03	1.589773e+03	1.574282e+03	1.608498e+03	1.688825e+03	1.537821e+03	1.438638e+03	1.420769e+03	1.395976e+03	1.280324e+03	1.032977e+03	1.447818e+03	1.247777e+03	8.751794e+02	8.027230e+02	8.119472e+02	7.323447e+02	7.695995e+02	7.639501e+02	7.714387e+02	7.658302e+02	8.821540e+02	8.182511e+02	7.888065e+02	7.779952e+02	7.209529e+02	6.922861e+02	5.985654e+02	5.836181e+02	5.461427e+02	5.261273e+02	5.249500e+02	5.197501e+02	5.138150e+02	4.820202e+02	4.678450e+02	4.351721e+02	3.960423e+02	3.624161e+02	3.368843e+02	2.959503e+02	2.784323e+02	2.593326e+02	2.523554e+02	2.550049e+02	2.361552e+02	
Costa Rica	GDP_MilUSD	9.848302e-01	1.077153e+00	1.238252e+00	1.528916e+00	1.666545e+00	1.960863e+00	2.412555e+00	3.072427e+00	3.523209e+00	4.035519e+00	4.831447e+00	2.623807e+00	2.606621e+00	3.976454e+00	4.593909e+00	4.796628e+00	5.477895e+00	5.841133e+00	6.063759e+00	6.866402e+00	7.403457e+00	7.168999e+00	8.528593e+00	9.537298e+00	1.043262e+01	1.151347e+01	1.161829e+01	1.255207e+01	1.361741e+01	1.419562e+01	1.494951e+01	1.591336e+01	1.650480e+01	1.719587e+01	1.852977e+01	1.995216e+01	2.260043e+01	2.674387e+01	3.061293e+01	3.056236e+01	3.726864e+01	4.226270e+01	4.647313e+01	4.963974e+01	5.016762e+01	5.413683e+01	
Croatia	PBA_GgCO2	2.129600e+04	2.087100e+04	2.135500e+04	2.259000e+04	2.340100e+04	2.359200e+04	2.333500e+04	2.376100e+04	2.467100e+04	2.697600e+04	2.422700e+04	2.324700e+04	2.444700e+04	2.557600e+04	2.431400e+04	2.528600e+04	2.715400e+04	2.563500e+04	2.800100e+04	2.851800e+04	2.507000e+04	1.781000e+04	1.638300e+04	1.681500e+04	1.615700e+04	1.666700e+04	1.658000e+04	1.837400e+04	1.954600e+04	1.972000e+04	1.921500e+04	2.033500e+04	2.115600e+04	2.251500e+04	2.251900e+04	2.269500e+04	2.288800e+04	2.459900e+04	2.327900e+04	2.167300e+04	2.073500e+04	2.062300e+04	2.035400e+04	2.015100e+04	2.022600e+04	2.053800e+04	
Croatia	CBA_GgCO2	2.000926e+04	1.951337e+04	1.980723e+04	2.071846e+04	2.096113e+04	2.097788e+04	2.076306e+04	2.113412e+04	2.192734e+04	2.340740e+04	2.073164e+04	2.048943e+04	2.181249e+04	2.337901e+04	2.269927e+04	2.406712e+04	2.540833e+04	2.420564e+04	2.679347e+04	2.807917e+04	2.555722e+04	2.142627e+04	1.729532e+04	1.842175e+04	1.864444e+04	2.127889e+04	2.149340e+04	2.261480e+04	2.316759e+04	2.263115e+04	2.101593e+04	2.280903e+04	2.449212e+04	2.712297e+04	2.746804e+04	2.763559e+04	2.891605e+04	3.059567e+04	3.033385e+04	2.788371e+04	2.627832e+04	2.604484e+04	2.535699e+04	2.518066e+04	2.502616e+04	2.538841e+04	
Croatia	PBA_MtCO2perCap	4.827930e+00	4.705975e+00	4.791339e+00	5.044663e+00	5.203691e+00	5.226407e+00	5.151214e+00	5.242939e+00	5.415057e+00	5.901553e+00	5.280514e+00	5.044922e+00	5.274434e+00	5.489590e+00	5.195299e+00	5.378856e+00	5.750529e+00	5.408228e+00	5.886273e+00	5.982379e+00	5.244770e+00	3.949002e+00	3.665101e+00	3.623922e+00	3.474624e+00	3.569715e+00	3.689364e+00	4.018810e+00	4.342591e+00	4.330259e+00	4.341392e+00	4.579955e+00	4.764865e+00	5.070946e+00	5.072989e+00	5.109185e+00	5.154955e+00	5.545311e+00	5.249511e+00	4.893343e+00	4.693533e+00	4.817758e+00	4.769472e+00	4.735073e+00	4.772096e+00	4.861751e+00	
Croatia	CBA_MtCO2perCap	4.536218e+00	4.399857e+00	4.444072e+00	4.626722e+00	4.661136e+00	4.647293e+00	4.583456e+00	4.663310e+00	4.812850e+00	5.120849e+00	4.518666e+00	4.446490e+00	4.706038e+00	5.018032e+00	4.850271e+00	5.119574e+00	5.380841e+00	5.106676e+00	5.632429e+00	5.890323e+00	5.346699e+00	4.750836e+00	3.869198e+00	3.970205e+00	4.009557e+00	4.557483e+00	4.782687e+00	4.946369e+00	5.147211e+00	4.969511e+00	4.748289e+00	5.137170e+00	5.516243e+00	6.108777e+00	6.187888e+00	6.221431e+00	6.512624e+00	6.897129e+00	6.840408e+00	6.295601e+00	5.948307e+00	6.084358e+00	5.941803e+00	5.916942e+00	5.904639e+00	6.009938e+00	
Croatia	Population	4411000	4435000	4457000	4478000	4497000	4514000	4530000	4532000	4556000	4571000	4588000	4608000	4635000	4659000	4680000	4701000	4722000	4740000	4757000	4767000	4780000	4510000	4470000	4640000	4650000	4669000	4494000	4572000	4501000	4554000	4426000	4440000	4440000	4440000	4439000	4442000	4440000	4436000	4434508	4429078	4417781	4280622	4267558	4255689	4238389	4224404	
Croatia	PBA_GgCO2PerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.444759e+02	7.002277e+02	7.713010e+02	7.685549e+02	8.432055e+02	8.824634e+02	8.731338e+02	7.870975e+02	6.496314e+02	5.416537e+02	4.997129e+02	4.536447e+02	4.093478e+02	3.302855e+02	3.456448e+02	3.474327e+02	3.312955e+02	3.603415e+02	3.488089e+02	3.539960e+02	4.214479e+02	
Croatia	CBA_GgCO2PerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.504781e+02	9.077365e+02	9.493207e+02	9.109572e+02	9.676831e+02	9.651723e+02	9.793627e+02	9.112161e+02	7.825865e+02	6.606938e+02	6.084981e+02	5.731219e+02	5.091373e+02	4.303805e+02	4.446943e+02	4.403157e+02	4.183939e+02	4.489130e+02	4.358712e+02	4.380085e+02	5.209801e+02	
Croatia	GDP_MilUSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.238756e+01	2.367801e+01	2.382209e+01	2.543214e+01	2.338695e+01	2.177427e+01	2.328967e+01	2.687850e+01	3.465811e+01	4.157453e+01	4.541608e+01	5.045358e+01	6.009316e+01	7.048145e+01	6.270310e+01	5.968062e+01	6.224957e+01	5.648530e+01	5.777088e+01	5.713624e+01	4.873200e+01	
Cuba	PBA_GgCO2	2.167900e+04	2.173900e+04	2.129700e+04	2.307100e+04	2.502100e+04	2.569900e+04	2.718300e+04	2.966000e+04	3.179500e+04	3.225400e+04	3.310600e+04	3.333300e+04	3.318300e+04	3.579300e+04	37522	3.505600e+04	3.570500e+04	3.742100e+04	3.926600e+04	4.075700e+04	3.694700e+04	2.848400e+04	2.275000e+04	2.080300e+04	2.230400e+04	2.363400e+04	2.561500e+04	2.801300e+04	2.754500e+04	2.831900e+04	2.870300e+04	2.766900e+04	2.641000e+04	2.563900e+04	2.519100e+04	2.604000e+04	2.652500e+04	2.744600e+04	2.595100e+04	3.331400e+04	3.069200e+04	2.930500e+04	2.984100e+04	3.287100e+04	3.375300e+04	3.445900e+04	
Cuba	CBA_GgCO2	2.193108e+04	2.209468e+04	2.197494e+04	2.469088e+04	2.793761e+04	2.919359e+04	3.229149e+04	3.536110e+04	3.964499e+04	4.171726e+04	4.231331e+04	4.244040e+04	4.242487e+04	4.569038e+04	4.865585e+04	4.587610e+04	4.581828e+04	4.749160e+04	4.884849e+04	4.888488e+04	4.198865e+04	3.378306e+04	2.557746e+04	2.375993e+04	2.569849e+04	2.723648e+04	2.817142e+04	3.015260e+04	2.988513e+04	3.056110e+04	3.084522e+04	3.032354e+04	2.909783e+04	2.883566e+04	2.869711e+04	2.996096e+04	3.150539e+04	3.255160e+04	3.210987e+04	3.759872e+04	3.529331e+04	3.451866e+04	3.503858e+04	3.804589e+04	3.880208e+04	3.919171e+04	
Cuba	PBA_MtCO2perCap	2.487515e+00	2.450856e+00	2.359700e+00	2.514262e+00	2.685991e+00	2.722800e+00	2.848097e+00	3.078463e+00	3.273990e+00	3.298870e+00	3.366081e+00	3.372345e+00	3.343167e+00	3.591247e+00	3.745809e+00	3.476746e+00	3.511507e+00	3.643976e+00	3.783187e+00	3.886761e+00	3.491468e+00	2.670898e+00	2.119083e+00	1.926640e+00	2.055018e+00	2.167054e+00	2.338122e+00	2.546537e+00	2.494590e+00	2.555750e+00	2.581951e+00	2.481197e+00	2.361295e+00	2.286168e+00	2.241057e+00	2.312395e+00	2.352508e+00	2.432284e+00	2.298534e+00	2.948809e+00	2.714153e+00	2.587965e+00	2.630871e+00	2.892936e+00	2.966225e+00	3.025489e+00	
Cuba	CBA_MtCO2perCap	2.516440e+00	2.490956e+00	2.434816e+00	2.690795e+00	2.999087e+00	3.093051e+00	3.383338e+00	3.670190e+00	4.082317e+00	4.266752e+00	4.302242e+00	4.293754e+00	4.274280e+00	4.584289e+00	4.857298e+00	4.549851e+00	4.506126e+00	4.624630e+00	4.706437e+00	4.661870e+00	3.967901e+00	3.167782e+00	2.382451e+00	2.200491e+00	2.367775e+00	2.497374e+00	2.571471e+00	2.741038e+00	2.706522e+00	2.758096e+00	2.774653e+00	2.719241e+00	2.601612e+00	2.571207e+00	2.552970e+00	2.660583e+00	2.794220e+00	2.884746e+00	2.844038e+00	3.328074e+00	3.121055e+00	3.048390e+00	3.089105e+00	3.348372e+00	3.409939e+00	3.441020e+00	
Cuba	Population	8715123	8869961	9025299	9176051	9315371	9438445	9544268	9634677	9711393	9777287	9835177	9884219	9925618	9966733	10017061	10082990	10167998	10269276	10379080	10486110	10582082	10664577	10735775	10797556	10853435	10906048	10955372	11000431	11041893	11080506	11116787	11151472	11184540	11214837	11240680	11261052	11275199	11284043	11290239	11297442	11308133	11323570	11342631	11362505	11379111	11389562	
Cuba	PBA_GgCO2PerBnUSDGDP	3.808006e+03	3.143901e+03	2.617899e+03	2.309939e+03	2.193678e+03	1.972686e+03	1.971271e+03	2.087827e+03	1.781761e+03	1.646919e+03	1.662541e+03	1.654222e+03	1.583649e+03	1.611882e+03	1.560855e+03	1.529394e+03	1.473812e+03	1.484158e+03	1.429987e+03	1.508111e+03	1.289804e+03	1.171319e+03	1.030071e+03	9.300650e+02	7.840180e+02	7.767025e+02	1.023891e+03	1.104344e+03	1.070266e+03	9.983677e+02	9.390745e+02	8.732992e+02	7.862365e+02	7.141484e+02	6.594019e+02	6.106340e+02	5.029189e+02	4.683338e+02	4.267814e+02	5.366423e+02	4.771158e+02	4.247708e+02	4.080037e+02	4.260678e+02	0	0	
Cuba	CBA_GgCO2PerBnUSDGDP	3.852285e+03	3.195339e+03	2.701234e+03	2.472126e+03	2.449387e+03	2.240935e+03	2.341731e+03	2.489138e+03	2.221667e+03	2.130122e+03	2.124921e+03	2.106197e+03	2.024714e+03	2.057596e+03	2.024006e+03	2.001445e+03	1.891263e+03	1.883570e+03	1.778961e+03	1.808863e+03	1.465806e+03	1.389227e+03	1.158092e+03	1.062264e+03	9.033391e+02	8.950938e+02	1.126078e+03	1.188692e+03	1.161192e+03	1.077412e+03	1.009161e+03	9.570827e+02	8.662543e+02	8.031883e+02	7.511783e+02	7.025800e+02	5.973480e+02	5.554549e+02	5.280681e+02	6.056631e+02	5.486444e+02	5.003419e+02	4.790680e+02	4.931437e+02	0	0	
Cuba	GDP_MilUSD	5.693005e+00	6.914658e+00	8.135151e+00	9.987710e+00	1.140596e+01	1.302742e+01	1.378958e+01	1.420616e+01	1.784471e+01	1.958444e+01	1.991289e+01	2.015025e+01	2.095351e+01	2.220572e+01	2.403938e+01	2.292149e+01	2.422628e+01	2.521361e+01	2.745900e+01	2.702520e+01	2.864544e+01	2.431788e+01	2.208586e+01	2.236725e+01	2.844833e+01	3.042864e+01	2.501730e+01	2.536620e+01	2.573660e+01	2.836530e+01	3.056520e+01	3.168330e+01	3.359040e+01	3.590150e+01	3.820280e+01	4.264420e+01	5.274210e+01	5.860350e+01	6.080630e+01	6.207860e+01	6.432820e+01	6.899014e+01	7.313905e+01	7.714970e+01	0	0	
Cyprus	PBA_GgCO2	2.154000e+03	2.170000e+03	2.657000e+03	2.769000e+03	2.119000e+03	2.161000e+03	2.629000e+03	2.791000e+03	2.901000e+03	3.096000e+03	3.267000e+03	3.129000e+03	3.163000e+03	3.147000e+03	3.200000e+03	3.143000e+03	3.494000e+03	4.054000e+03	4.109000e+03	4.345000e+03	4.524000e+03	5.080000e+03	5.340000e+03	5.517000e+03	5.706000e+03	5.593000e+03	5.885000e+03	5.966000e+03	6.427000e+03	6.665000e+03	7.002000e+03	6.850000e+03	7.038000e+03	7.780000e+03	7.707000e+03	7.857000e+03	7.899000e+03	8.251000e+03	8.420000e+03	8.226000e+03	7.937000e+03	7.654000e+03	7.244000e+03	6.107000e+03	6.107000e+03	6.164000e+03	
Cyprus	CBA_GgCO2	2.297249e+03	2.271292e+03	2.718070e+03	2.818558e+03	2.148699e+03	2.135199e+03	2.607294e+03	2.772092e+03	3.060852e+03	3.276924e+03	3.481864e+03	3.391369e+03	3.523419e+03	3.586220e+03	3.806532e+03	3.879695e+03	4.350103e+03	5.155390e+03	5.554238e+03	6.099062e+03	6.591424e+03	7.797748e+03	9.004072e+03	8.548343e+03	8.886307e+03	9.246661e+03	9.683738e+03	9.378357e+03	1.003056e+04	1.019207e+04	1.058299e+04	1.050970e+04	1.081398e+04	1.183663e+04	1.218217e+04	1.245809e+04	1.276353e+04	1.357030e+04	1.419047e+04	1.315008e+04	1.296713e+04	1.266227e+04	1.246681e+04	1.103856e+04	1.100611e+04	1.089300e+04	
Cyprus	PBA_MtCO2perCap	3.510322e+00	3.495152e+00	4.230892e+00	4.359882e+00	3.298902e+00	3.325869e+00	3.998321e+00	4.193663e+00	4.308936e+00	4.552854e+00	4.766518e+00	4.540224e+00	4.572719e+00	4.534099e+00	4.586387e+00	4.466436e+00	4.904961e+00	5.604247e+00	5.579265e+00	5.785257e+00	5.901298e+00	6.486724e+00	6.669498e+00	6.737794e+00	6.815853e+00	6.538546e+00	6.739224e+00	6.697854e+00	7.077882e+00	7.201583e+00	7.422979e+00	7.124418e+00	7.182490e+00	7.794420e+00	7.586922e+00	7.609051e+00	7.535107e+00	7.761702e+00	7.817940e+00	7.543426e+00	7.191363e+00	6.854467e+00	6.414576e+00	5.349266e+00	5.293597e+00	5.289625e+00	
Cyprus	CBA_MtCO2perCap	3.743772e+00	3.658300e+00	4.328137e+00	4.437913e+00	3.345138e+00	3.286160e+00	3.965310e+00	4.165252e+00	4.546369e+00	4.818913e+00	5.080003e+00	4.920925e+00	5.093774e+00	5.166913e+00	5.455696e+00	5.513335e+00	6.106780e+00	7.126808e+00	7.541631e+00	8.120747e+00	8.598134e+00	9.957055e+00	1.124581e+01	1.043991e+01	1.061475e+01	1.080989e+01	1.108936e+01	1.052881e+01	1.104639e+01	1.101260e+01	1.121927e+01	1.093073e+01	1.103599e+01	1.185857e+01	1.199237e+01	1.206494e+01	1.217554e+01	1.276556e+01	1.317580e+01	1.205891e+01	1.174894e+01	1.133958e+01	1.103939e+01	9.668935e+00	9.540188e+00	9.347805e+00	
Cyprus	Population	613619	620860	628000	635109	642335	649755	657526	665528	673252	680013	685406	689173	691711	694074	697717	703693	712340	723380	736477	751047	766611	783138	800660	818814	837166	855389	873246	890733	908040	925491	943287	961482	979883	998150	1015827	1032586	1048293	1063040	1077010	1090486	1103685	1116644	1129303	1141652	1153658	1165300	
Cyprus	PBA_GgCO2PerBnUSDGDP	0	0	0	0	0	4.410971e+03	4.563522e+03	3.797858e+03	3.009253e+03	2.402393e+03	1.516494e+03	1.498925e+03	1.464866e+03	1.456699e+03	1.404587e+03	1.293196e+03	1.130476e+03	1.094252e+03	9.603176e+02	9.521237e+02	8.091387e+02	8.803858e+02	7.725526e+02	8.371406e+02	7.684120e+02	5.691590e+02	5.944670e+02	6.218276e+02	6.207559e+02	6.279173e+02	6.875952e+02	6.482259e+02	6.057701e+02	5.337213e+02	4.423622e+02	4.200897e+02	3.871354e+02	3.426855e+02	3.024484e+02	3.170844e+02	3.104969e+02	2.790664e+02	2.896186e+02	2.538769e+02	2.620107e+02	3.151339e+02	
Cyprus	CBA_GgCO2PerBnUSDGDP	0	0	0	0	0	4.358307e+03	4.525845e+03	3.772128e+03	3.175070e+03	2.542783e+03	1.616231e+03	1.624611e+03	1.631785e+03	1.660007e+03	1.670815e+03	1.596312e+03	1.407466e+03	1.391538e+03	1.298085e+03	1.336493e+03	1.178907e+03	1.351383e+03	1.302644e+03	1.297112e+03	1.196696e+03	9.409657e+02	9.781925e+02	9.774927e+02	9.688084e+02	9.602063e+02	1.039248e+03	9.945488e+02	9.307735e+02	8.120133e+02	6.992257e+02	6.660960e+02	6.255495e+02	5.636101e+02	5.097250e+02	5.068908e+02	5.072765e+02	4.616690e+02	4.984292e+02	4.588890e+02	4.721990e+02	5.569034e+02	
